technique_id,technique_name,data_component_id,data_component_name,requirement_rows,unique_log_source_requirements,has_explicit_event_id_requirement,exact_event_evidence,any_source_evidence,best_evidence_status,best_evidence_strength,evidence_sources
T1001,Data Obfuscation,DC0032,Process Creation,333,333,True,True,True,exact_event_observed,3,BOTS | EVTX
T1569.001,Launchctl,DC0032,Process Creation,333,333,True,True,True,exact_event_observed,3,BOTS | EVTX
T1569.001,Launchctl,DC0060,Service Creation,15,15,True,True,True,exact_event_observed,3,BOTS | EVTX
T1569.001,Launchctl,DC0061,File Modification,150,150,True,True,True,exact_event_observed,3,BOTS | EVTX
T1569.001,Launchctl,DC0064,Command Execution,291,291,True,True,True,exact_event_observed,3,BOTS | EVTX
T1569.002,Service Execution,DC0032,Process Creation,333,333,True,True,True,exact_event_observed,3,BOTS | EVTX
T1569.002,Service Execution,DC0060,Service Creation,15,15,True,True,True,exact_event_observed,3,BOTS | EVTX
T1569.002,Service Execution,DC0063,Windows Registry Key Modification,9,9,True,True,True,exact_event_observed,3,BOTS | EVTX
T1569.002,Service Execution,DC0082,Network Connection Creation,98,98,True,True,True,exact_event_observed,3,BOTS | EVTX
T1569.003,Systemctl,DC0032,Process Creation,333,333,True,True,True,exact_event_observed,3,BOTS | EVTX
T1569.003,Systemctl,DC0060,Service Creation,15,15,True,True,True,exact_event_observed,3,BOTS | EVTX
T1569.003,Systemctl,DC0061,File Modification,150,150,True,True,True,exact_event_observed,3,BOTS | EVTX
T1569.003,Systemctl,DC0064,Command Execution,291,291,True,True,True,exact_event_observed,3,BOTS | EVTX
T1570,Lateral Tool Transfer,DC0032,Process Creation,333,333,True,True,True,exact_event_observed,3,BOTS | EVTX
T1570,Lateral Tool Transfer,DC0039,File Creation,128,128,True,True,True,exact_event_observed,3,BOTS | EVTX
T1570,Lateral Tool Transfer,DC0059,File Metadata,91,91,True,True,True,exact_event_observed,3,BOTS | EVTX
T1570,Lateral Tool Transfer,DC0064,Command Execution,291,291,True,True,True,exact_event_observed,3,BOTS | EVTX
T1570,Lateral Tool Transfer,DC0102,Network Share Access,7,7,True,True,True,exact_event_observed,3,BOTS | EVTX
T1571,Non-Standard Port,DC0032,Process Creation,333,333,True,True,True,exact_event_observed,3,BOTS | EVTX
T1571,Non-Standard Port,DC0038,Application Log Content,229,229,True,True,True,exact_event_observed,3,BOTS | EVTX
T1571,Non-Standard Port,DC0078,Network Traffic Flow,159,159,True,False,True,source_observed,2,BOTS | EVTX
T1571,Non-Standard Port,DC0082,Network Connection Creation,98,98,True,True,True,exact_event_observed,3,BOTS | EVTX
T1571,Non-Standard Port,DC0085,Network Traffic Content,279,279,True,False,True,source_observed,2,BOTS | EVTX
T1572,Protocol Tunneling,DC0032,Process Creation,333,333,True,True,True,exact_event_observed,3,BOTS | EVTX
T1572,Protocol Tunneling,DC0038,Application Log Content,229,229,True,True,True,exact_event_observed,3,BOTS | EVTX
T1572,Protocol Tunneling,DC0078,Network Traffic Flow,159,159,True,False,True,source_observed,2,BOTS | EVTX
T1572,Protocol Tunneling,DC0082,Network Connection Creation,98,98,True,True,True,exact_event_observed,3,BOTS | EVTX
T1572,Protocol Tunneling,DC0085,Network Traffic Content,279,279,True,False,True,source_observed,2,BOTS | EVTX
T1573,Encrypted Channel,DC0016,Module Load,45,45,True,True,True,exact_event_observed,3,BOTS | EVTX
T1573,Encrypted Channel,DC0032,Process Creation,333,333,True,True,True,exact_event_observed,3,BOTS | EVTX
T1573,Encrypted Channel,DC0038,Application Log Content,229,229,True,True,True,exact_event_observed,3,BOTS | EVTX
T1573,Encrypted Channel,DC0078,Network Traffic Flow,159,159,True,False,True,source_observed,2,BOTS | EVTX
T1573,Encrypted Channel,DC0082,Network Connection Creation,98,98,True,True,True,exact_event_observed,3,BOTS | EVTX
T1573,Encrypted Channel,DC0085,Network Traffic Content,279,279,True,False,True,source_observed,2,BOTS | EVTX
T1573.001,Symmetric Cryptography,DC0016,Module Load,45,45,True,True,True,exact_event_observed,3,BOTS | EVTX
T1573.001,Symmetric Cryptography,DC0032,Process Creation,333,333,True,True,True,exact_event_observed,3,BOTS | EVTX
T1573.001,Symmetric Cryptography,DC0038,Application Log Content,229,229,True,True,True,exact_event_observed,3,BOTS | EVTX
T1573.001,Symmetric Cryptography,DC0078,Network Traffic Flow,159,159,True,False,True,source_observed,2,BOTS | EVTX
T1573.001,Symmetric Cryptography,DC0082,Network Connection Creation,98,98,True,True,True,exact_event_observed,3,BOTS | EVTX
T1573.001,Symmetric Cryptography,DC0085,Network Traffic Content,279,279,True,False,True,source_observed,2,BOTS | EVTX
T1573.002,Asymmetric Cryptography,DC0016,Module Load,45,45,True,True,True,exact_event_observed,3,BOTS | EVTX
T1573.002,Asymmetric Cryptography,DC0032,Process Creation,333,333,True,True,True,exact_event_observed,3,BOTS | EVTX
T1573.002,Asymmetric Cryptography,DC0038,Application Log Content,229,229,True,True,True,exact_event_observed,3,BOTS | EVTX
T1573.002,Asymmetric Cryptography,DC0078,Network Traffic Flow,159,159,True,False,True,source_observed,2,BOTS | EVTX
T1573.002,Asymmetric Cryptography,DC0082,Network Connection Creation,98,98,True,True,True,exact_event_observed,3,BOTS | EVTX
T1573.002,Asymmetric Cryptography,DC0085,Network Traffic Content,279,279,True,False,True,source_observed,2,BOTS | EVTX
T1574,Hijack Execution Flow,DC0016,Module Load,45,45,True,True,True,exact_event_observed,3,BOTS | EVTX
T1574,Hijack Execution Flow,DC0032,Process Creation,333,333,True,True,True,exact_event_observed,3,BOTS | EVTX
T1574,Hijack Execution Flow,DC0039,File Creation,128,128,True,True,True,exact_event_observed,3,BOTS | EVTX
T1574,Hijack Execution Flow,DC0041,Service Metadata,22,22,True,True,True,exact_event_observed,3,BOTS | EVTX
T1574,Hijack Execution Flow,DC0061,File Modification,150,150,True,True,True,exact_event_observed,3,BOTS | EVTX
T1574,Hijack Execution Flow,DC0063,Windows Registry Key Modification,9,9,True,True,True,exact_event_observed,3,BOTS | EVTX
T1574.001,DLL,DC0016,Module Load,45,45,True,True,True,exact_event_observed,3,BOTS | EVTX
T1574.001,DLL,DC0032,Process Creation,333,333,True,True,True,exact_event_observed,3,BOTS | EVTX
T1574.001,DLL,DC0039,File Creation,128,128,True,True,True,exact_event_observed,3,BOTS | EVTX
T1574.001,DLL,DC0059,File Metadata,91,91,True,True,True,exact_event_observed,3,BOTS | EVTX
T1574.001,DLL,DC0063,Windows Registry Key Modification,9,9,True,True,True,exact_event_observed,3,BOTS | EVTX
T1574.004,Dylib Hijacking,DC0016,Module Load,45,45,True,True,True,exact_event_observed,3,BOTS | EVTX
T1574.004,Dylib Hijacking,DC0039,File Creation,128,128,True,True,True,exact_event_observed,3,BOTS | EVTX
T1574.004,Dylib Hijacking,DC0061,File Modification,150,150,True,True,True,exact_event_observed,3,BOTS | EVTX
T1574.005,Executable Installer File Permissions Weakness,DC0016,Module Load,45,45,True,True,True,exact_event_observed,3,BOTS | EVTX
T1574.005,Executable Installer File Permissions Weakness,DC0032,Process Creation,333,333,True,True,True,exact_event_observed,3,BOTS | EVTX
T1574.005,Executable Installer File Permissions Weakness,DC0039,File Creation,128,128,True,True,True,exact_event_observed,3,BOTS | EVTX
T1574.005,Executable Installer File Permissions Weakness,DC0059,File Metadata,91,91,True,True,True,exact_event_observed,3,BOTS | EVTX
T1574.006,Dynamic Linker Hijacking,DC0016,Module Load,45,45,True,True,True,exact_event_observed,3,BOTS | EVTX
T1574.006,Dynamic Linker Hijacking,DC0032,Process Creation,333,333,True,True,True,exact_event_observed,3,BOTS | EVTX
T1574.006,Dynamic Linker Hijacking,DC0034,Process Metadata,45,45,True,False,True,source_observed,2,BOTS | EVTX
T1574.006,Dynamic Linker Hijacking,DC0039,File Creation,128,128,True,True,True,exact_event_observed,3,BOTS | EVTX
T1574.006,Dynamic Linker Hijacking,DC0061,File Modification,150,150,True,True,True,exact_event_observed,3,BOTS | EVTX
T1574.007,Path Interception by PATH Environment Variable,DC0032,Process Creation,333,333,True,True,True,exact_event_observed,3,BOTS | EVTX
T1574.007,Path Interception by PATH Environment Variable,DC0039,File Creation,128,128,True,True,True,exact_event_observed,3,BOTS | EVTX
T1574.007,Path Interception by PATH Environment Variable,DC0061,File Modification,150,150,True,True,True,exact_event_observed,3,BOTS | EVTX
T1574.007,Path Interception by PATH Environment Variable,DC0063,Windows Registry Key Modification,9,9,True,True,True,exact_event_observed,3,BOTS | EVTX
T1574.008,Path Interception by Search Order Hijacking,DC0032,Process Creation,333,333,True,True,True,exact_event_observed,3,BOTS | EVTX
T1574.008,Path Interception by Search Order Hijacking,DC0039,File Creation,128,128,True,True,True,exact_event_observed,3,BOTS | EVTX
T1574.008,Path Interception by Search Order Hijacking,DC0059,File Metadata,91,91,True,True,True,exact_event_observed,3,BOTS | EVTX
T1574.009,Path Interception by Unquoted Path,DC0032,Process Creation,333,333,True,True,True,exact_event_observed,3,BOTS | EVTX
T1574.009,Path Interception by Unquoted Path,DC0039,File Creation,128,128,True,True,True,exact_event_observed,3,BOTS | EVTX
T1574.009,Path Interception by Unquoted Path,DC0059,File Metadata,91,91,True,True,True,exact_event_observed,3,BOTS | EVTX
T1574.009,Path Interception by Unquoted Path,DC0063,Windows Registry Key Modification,9,9,True,True,True,exact_event_observed,3,BOTS | EVTX
T1574.010,Services File Permissions Weakness,DC0032,Process Creation,333,333,True,True,True,exact_event_observed,3,BOTS | EVTX
T1574.010,Services File Permissions Weakness,DC0039,File Creation,128,128,True,True,True,exact_event_observed,3,BOTS | EVTX
T1574.010,Services File Permissions Weakness,DC0059,File Metadata,91,91,True,True,True,exact_event_observed,3,BOTS | EVTX
T1574.010,Services File Permissions Weakness,DC0060,Service Creation,15,15,True,True,True,exact_event_observed,3,BOTS | EVTX
T1574.011,Services Registry Permissions Weakness,DC0032,Process Creation,333,333,True,True,True,exact_event_observed,3,BOTS | EVTX
T1574.011,Services Registry Permissions Weakness,DC0063,Windows Registry Key Modification,9,9,True,True,True,exact_event_observed,3,BOTS | EVTX
T1574.011,Services Registry Permissions Weakness,DC0065,Service Modification,4,4,True,False,True,source_observed,2,BOTS | EVTX
T1574.012,COR_PROFILER,DC0016,Module Load,45,45,True,True,True,exact_event_observed,3,BOTS | EVTX
T1574.012,COR_PROFILER,DC0032,Process Creation,333,333,True,True,True,exact_event_observed,3,BOTS | EVTX
T1574.012,COR_PROFILER,DC0039,File Creation,128,128,True,True,True,exact_event_observed,3,BOTS | EVTX
T1574.012,COR_PROFILER,DC0063,Windows Registry Key Modification,9,9,True,True,True,exact_event_observed,3,BOTS | EVTX
T1574.013,KernelCallbackTable,DC0021,OS API Execution,170,170,True,True,True,exact_event_observed,3,BOTS | EVTX
T1574.013,KernelCallbackTable,DC0032,Process Creation,333,333,True,True,True,exact_event_observed,3,BOTS | EVTX
T1574.013,KernelCallbackTable,DC0035,Process Access,35,35,True,True,True,exact_event_observed,3,BOTS | EVTX
T1574.014,AppDomainManager,DC0016,Module Load,45,45,True,True,True,exact_event_observed,3,BOTS | EVTX
T1574.014,AppDomainManager,DC0032,Process Creation,333,333,True,True,True,exact_event_observed,3,BOTS | EVTX
T1574.014,AppDomainManager,DC0039,File Creation,128,128,True,True,True,exact_event_observed,3,BOTS | EVTX
T1578,Modify Cloud Compute Infrastructure,DC0049,Snapshot Deletion,2,2,False,False,True,source_observed,2,BOTS
T1578,Modify Cloud Compute Infrastructure,DC0057,Snapshot Creation,3,3,False,False,True,source_observed,2,BOTS
T1578,Modify Cloud Compute Infrastructure,DC0058,Snapshot Modification,1,1,False,False,True,source_observed,2,BOTS
T1578,Modify Cloud Compute Infrastructure,DC0070,Cloud Service Metadata,10,10,False,False,True,source_observed,2,BOTS
T1578,Modify Cloud Compute Infrastructure,DC0080,Instance Start,2,2,False,False,True,source_observed,2,BOTS
T1578,Modify Cloud Compute Infrastructure,DC0089,Instance Stop,2,2,False,False,True,source_observed,2,BOTS
T1578,Modify Cloud Compute Infrastructure,DC0092,Volume Modification,2,2,False,False,True,source_observed,2,BOTS
T1578,Modify Cloud Compute Infrastructure,DC0097,Volume Creation,2,2,False,False,True,source_observed,2,BOTS | EVTX
T1578,Modify Cloud Compute Infrastructure,DC0098,Volume Deletion,2,2,False,False,True,source_observed,2,BOTS
T1578.001,Create Snapshot,DC0057,Snapshot Creation,3,3,False,False,True,source_observed,2,BOTS
T1578.001,Create Snapshot,DC0062,Snapshot Metadata,3,3,False,False,True,source_observed,2,BOTS
T1578.002,Create Cloud Instance,DC0076,Instance Creation,5,5,False,False,True,source_observed,2,BOTS
T1578.002,Create Cloud Instance,DC0080,Instance Start,2,2,False,False,True,source_observed,2,BOTS
T1578.002,Create Cloud Instance,DC0086,Instance Metadata,1,1,False,False,True,source_observed,2,BOTS
T1578.003,Delete Cloud Instance,DC0081,Instance Deletion,2,2,False,False,False,not_observed,0,
T1578.003,Delete Cloud Instance,DC0086,Instance Metadata,1,1,False,False,True,source_observed,2,BOTS
T1578.003,Delete Cloud Instance,DC0089,Instance Stop,2,2,False,False,True,source_observed,2,BOTS
T1578.004,Revert Cloud Instance,DC0073,Instance Modification,4,4,False,False,True,source_observed,2,BOTS
T1578.004,Revert Cloud Instance,DC0080,Instance Start,2,2,False,False,True,source_observed,2,BOTS
T1578.004,Revert Cloud Instance,DC0089,Instance Stop,2,2,False,False,True,source_observed,2,BOTS
T1578.005,Modify Cloud Compute Configurations,DC0069,Cloud Service Modification,31,31,False,False,True,source_observed,2,BOTS
T1580,Cloud Infrastructure Discovery,DC0017,Cloud Storage Enumeration,4,4,False,False,True,source_observed,2,BOTS
T1580,Cloud Infrastructure Discovery,DC0075,Instance Enumeration,5,5,False,False,True,source_observed,2,BOTS
T1580,Cloud Infrastructure Discovery,DC0086,Instance Metadata,1,1,False,False,True,source_observed,2,BOTS
T1583,Acquire Infrastructure,DC0096,Passive DNS,1,1,False,False,False,not_observed,0,
T1583,Acquire Infrastructure,DC0101,Domain Registration,3,3,False,False,False,not_observed,0,
T1583,Acquire Infrastructure,DC0103,Active DNS,1,1,False,False,False,not_observed,0,
T1583,Acquire Infrastructure,DC0104,Response Content,2,2,False,False,False,not_observed,0,
T1583,Acquire Infrastructure,DC0106,Response Metadata,2,2,False,False,False,not_observed,0,
T1583.001,Domains,DC0096,Passive DNS,1,1,False,False,False,not_observed,0,
T1583.001,Domains,DC0101,Domain Registration,3,3,False,False,False,not_observed,0,
T1583.001,Domains,DC0103,Active DNS,1,1,False,False,False,not_observed,0,
T1583.003,Virtual Private Server,DC0104,Response Content,2,2,False,False,False,not_observed,0,
T1583.003,Virtual Private Server,DC0106,Response Metadata,2,2,False,False,False,not_observed,0,
T1583.004,Server,DC0104,Response Content,2,2,False,False,False,not_observed,0,
T1583.004,Server,DC0106,Response Metadata,2,2,False,False,False,not_observed,0,
T1583.006,Web Services,DC0104,Response Content,2,2,False,False,False,not_observed,0,
T1583.007,Serverless,DC0104,Response Content,2,2,False,False,False,not_observed,0,
T1583.008,Malvertising,DC0104,Response Content,2,2,False,False,False,not_observed,0,
T1584,Compromise Infrastructure,DC0096,Passive DNS,1,1,False,False,False,not_observed,0,
T1584,Compromise Infrastructure,DC0101,Domain Registration,3,3,False,False,False,not_observed,0,
T1584,Compromise Infrastructure,DC0103,Active DNS,1,1,False,False,False,not_observed,0,
T1584,Compromise Infrastructure,DC0104,Response Content,2,2,False,False,False,not_observed,0,
T1584,Compromise Infrastructure,DC0106,Response Metadata,2,2,False,False,False,not_observed,0,
T1584.001,Domains,DC0096,Passive DNS,1,1,False,False,False,not_observed,0,
T1584.001,Domains,DC0101,Domain Registration,3,3,False,False,False,not_observed,0,
T1584.001,Domains,DC0103,Active DNS,1,1,False,False,False,not_observed,0,
T1584.002,DNS Server,DC0096,Passive DNS,1,1,False,False,False,not_observed,0,
T1584.002,DNS Server,DC0103,Active DNS,1,1,False,False,False,not_observed,0,
T1584.003,Virtual Private Server,DC0104,Response Content,2,2,False,False,False,not_observed,0,
T1584.003,Virtual Private Server,DC0106,Response Metadata,2,2,False,False,False,not_observed,0,
T1584.004,Server,DC0104,Response Content,2,2,False,False,False,not_observed,0,
T1584.004,Server,DC0106,Response Metadata,2,2,False,False,False,not_observed,0,
T1584.006,Web Services,DC0104,Response Content,2,2,False,False,False,not_observed,0,
T1584.007,Serverless,DC0104,Response Content,2,2,False,False,False,not_observed,0,
T1584.008,Network Devices,DC0104,Response Content,2,2,False,False,False,not_observed,0,
T1585,Establish Accounts,DC0052,Social Media,1,1,False,False,False,not_observed,0,
T1585,Establish Accounts,DC0085,Network Traffic Content,279,279,True,False,True,source_observed,2,BOTS | EVTX
T1585.001,Social Media Accounts,DC0052,Social Media,1,1,False,False,False,not_observed,0,
T1585.001,Social Media Accounts,DC0085,Network Traffic Content,279,279,True,False,True,source_observed,2,BOTS | EVTX
T1586,Compromise Accounts,DC0052,Social Media,1,1,False,False,False,not_observed,0,
T1586,Compromise Accounts,DC0085,Network Traffic Content,279,279,True,False,True,source_observed,2,BOTS | EVTX
T1586.001,Social Media Accounts,DC0052,Social Media,1,1,False,False,False,not_observed,0,
T1586.001,Social Media Accounts,DC0085,Network Traffic Content,279,279,True,False,True,source_observed,2,BOTS | EVTX
T1587,Develop Capabilities,DC0003,Malware Metadata,1,1,False,False,False,not_observed,0,
T1587,Develop Capabilities,DC0011,Malware Content,1,1,False,False,False,not_observed,0,
T1587,Develop Capabilities,DC0104,Response Content,2,2,False,False,False,not_observed,0,
T1587.001,Malware,DC0003,Malware Metadata,1,1,False,False,False,not_observed,0,
T1587.001,Malware,DC0011,Malware Content,1,1,False,False,False,not_observed,0,
T1587.002,Code Signing Certificates,DC0003,Malware Metadata,1,1,False,False,False,not_observed,0,
T1587.003,Digital Certificates,DC0104,Response Content,2,2,False,False,False,not_observed,0,
T1588,Obtain Capabilities,DC0003,Malware Metadata,1,1,False,False,False,not_observed,0,
T1588,Obtain Capabilities,DC0011,Malware Content,1,1,False,False,False,not_observed,0,
T1588,Obtain Capabilities,DC0093,Certificate Registration,1,1,False,False,False,not_observed,0,
T1588,Obtain Capabilities,DC0104,Response Content,2,2,False,False,False,not_observed,0,
T1588.001,Malware,DC0003,Malware Metadata,1,1,False,False,False,not_observed,0,
T1588.001,Malware,DC0011,Malware Content,1,1,False,False,False,not_observed,0,
T1588.002,Tool,DC0003,Malware Metadata,1,1,False,False,False,not_observed,0,
T1588.003,Code Signing Certificates,DC0003,Malware Metadata,1,1,False,False,False,not_observed,0,
T1588.004,Digital Certificates,DC0093,Certificate Registration,1,1,False,False,False,not_observed,0,
T1588.004,Digital Certificates,DC0104,Response Content,2,2,False,False,False,not_observed,0,
T1589,Gather Victim Identity Information,DC0085,Network Traffic Content,279,279,True,False,True,source_observed,2,BOTS | EVTX
T1589.002,Email Addresses,DC0085,Network Traffic Content,279,279,True,False,True,source_observed,2,BOTS | EVTX
T1592,Gather Victim Host Information,DC0104,Response Content,2,2,False,False,False,not_observed,0,
T1592.001,Hardware,DC0104,Response Content,2,2,False,False,False,not_observed,0,
T1592.002,Software,DC0104,Response Content,2,2,False,False,False,not_observed,0,
T1592.004,Client Configurations,DC0104,Response Content,2,2,False,False,False,not_observed,0,
T1594,Search Victim-Owned Websites,DC0038,Application Log Content,229,229,True,True,True,exact_event_observed,3,BOTS | EVTX
T1595,Active Scanning,DC0078,Network Traffic Flow,159,159,True,False,True,source_observed,2,BOTS | EVTX
T1595,Active Scanning,DC0085,Network Traffic Content,279,279,True,False,True,source_observed,2,BOTS | EVTX
T1595.001,Scanning IP Blocks,DC0078,Network Traffic Flow,159,159,True,False,True,source_observed,2,BOTS | EVTX
T1595.001,Scanning IP Blocks,DC0085,Network Traffic Content,279,279,True,False,True,source_observed,2,BOTS | EVTX
T1595.002,Vulnerability Scanning,DC0078,Network Traffic Flow,159,159,True,False,True,source_observed,2,BOTS | EVTX
T1595.002,Vulnerability Scanning,DC0085,Network Traffic Content,279,279,True,False,True,source_observed,2,BOTS | EVTX
T1595.003,Wordlist Scanning,DC0085,Network Traffic Content,279,279,True,False,True,source_observed,2,BOTS | EVTX
T1598,Phishing for Information,DC0038,Application Log Content,229,229,True,True,True,exact_event_observed,3,BOTS | EVTX
T1598,Phishing for Information,DC0078,Network Traffic Flow,159,159,True,False,True,source_observed,2,BOTS | EVTX
T1598,Phishing for Information,DC0085,Network Traffic Content,279,279,True,False,True,source_observed,2,BOTS | EVTX
T1598.001,Spearphishing Service,DC0038,Application Log Content,229,229,True,True,True,exact_event_observed,3,BOTS | EVTX
T1598.001,Spearphishing Service,DC0078,Network Traffic Flow,159,159,True,False,True,source_observed,2,BOTS | EVTX
T1598.001,Spearphishing Service,DC0085,Network Traffic Content,279,279,True,False,True,source_observed,2,BOTS | EVTX
T1598.002,Spearphishing Attachment,DC0038,Application Log Content,229,229,True,True,True,exact_event_observed,3,BOTS | EVTX
T1598.002,Spearphishing Attachment,DC0078,Network Traffic Flow,159,159,True,False,True,source_observed,2,BOTS | EVTX
T1598.002,Spearphishing Attachment,DC0085,Network Traffic Content,279,279,True,False,True,source_observed,2,BOTS | EVTX
T1598.003,Spearphishing Link,DC0038,Application Log Content,229,229,True,True,True,exact_event_observed,3,BOTS | EVTX
T1598.003,Spearphishing Link,DC0078,Network Traffic Flow,159,159,True,False,True,source_observed,2,BOTS | EVTX
T1598.003,Spearphishing Link,DC0085,Network Traffic Content,279,279,True,False,True,source_observed,2,BOTS | EVTX
T1598.004,Spearphishing Voice,DC0038,Application Log Content,229,229,True,True,True,exact_event_observed,3,BOTS | EVTX
T1599,Network Boundary Bridging,DC0078,Network Traffic Flow,159,159,True,False,True,source_observed,2,BOTS | EVTX
T1599,Network Boundary Bridging,DC0085,Network Traffic Content,279,279,True,False,True,source_observed,2,BOTS | EVTX
T1599.001,Network Address Translation Traversal,DC0078,Network Traffic Flow,159,159,True,False,True,source_observed,2,BOTS | EVTX
T1599.001,Network Address Translation Traversal,DC0085,Network Traffic Content,279,279,True,False,True,source_observed,2,BOTS | EVTX
T1600,Weaken Encryption,DC0016,Module Load,45,45,True,True,True,exact_event_observed,3,BOTS | EVTX
T1600,Weaken Encryption,DC0061,File Modification,150,150,True,True,True,exact_event_observed,3,BOTS | EVTX
T1600,Weaken Encryption,DC0085,Network Traffic Content,279,279,True,False,True,source_observed,2,BOTS | EVTX
T1600.001,Reduce Key Space,DC0061,File Modification,150,150,True,True,True,exact_event_observed,3,BOTS | EVTX
T1600.001,Reduce Key Space,DC0064,Command Execution,291,291,True,True,True,exact_event_observed,3,BOTS | EVTX
T1600.001,Reduce Key Space,DC0085,Network Traffic Content,279,279,True,False,True,source_observed,2,BOTS | EVTX
T1600.002,Disable Crypto Hardware,DC0061,File Modification,150,150,True,True,True,exact_event_observed,3,BOTS | EVTX
T1600.002,Disable Crypto Hardware,DC0064,Command Execution,291,291,True,True,True,exact_event_observed,3,BOTS | EVTX
T1600.002,Disable Crypto Hardware,DC0085,Network Traffic Content,279,279,True,False,True,source_observed,2,BOTS | EVTX
T1601,Modify System Image,DC0061,File Modification,150,150,True,True,True,exact_event_observed,3,BOTS | EVTX
T1601,Modify System Image,DC0064,Command Execution,291,291,True,True,True,exact_event_observed,3,BOTS | EVTX
T1601.001,Patch System Image,DC0004,Firmware Modification,19,19,False,False,True,source_observed,2,BOTS | EVTX
T1601.001,Patch System Image,DC0061,File Modification,150,150,True,True,True,exact_event_observed,3,BOTS | EVTX
T1601.001,Patch System Image,DC0064,Command Execution,291,291,True,True,True,exact_event_observed,3,BOTS | EVTX
T1601.002,Downgrade System Image,DC0059,File Metadata,91,91,True,True,True,exact_event_observed,3,BOTS | EVTX
T1601.002,Downgrade System Image,DC0061,File Modification,150,150,True,True,True,exact_event_observed,3,BOTS | EVTX
T1601.002,Downgrade System Image,DC0064,Command Execution,291,291,True,True,True,exact_event_observed,3,BOTS | EVTX
T1602,Data from Configuration Repository,DC0082,Network Connection Creation,98,98,True,True,True,exact_event_observed,3,BOTS | EVTX
T1602,Data from Configuration Repository,DC0085,Network Traffic Content,279,279,True,False,True,source_observed,2,BOTS | EVTX
T1602.001,SNMP (MIB Dump),DC0061,File Modification,150,150,True,True,True,exact_event_observed,3,BOTS | EVTX
T1602.001,SNMP (MIB Dump),DC0082,Network Connection Creation,98,98,True,True,True,exact_event_observed,3,BOTS | EVTX
T1602.001,SNMP (MIB Dump),DC0085,Network Traffic Content,279,279,True,False,True,source_observed,2,BOTS | EVTX
T1602.002,Network Device Configuration Dump,DC0002,User Account Authentication,109,109,True,True,True,exact_event_observed,3,BOTS | EVTX
T1602.002,Network Device Configuration Dump,DC0064,Command Execution,291,291,True,True,True,exact_event_observed,3,BOTS | EVTX
T1602.002,Network Device Configuration Dump,DC0082,Network Connection Creation,98,98,True,True,True,exact_event_observed,3,BOTS | EVTX
T1602.002,Network Device Configuration Dump,DC0085,Network Traffic Content,279,279,True,False,True,source_observed,2,BOTS | EVTX
T1606,Forge Web Credentials,DC0006,Web Credential Creation,5,5,False,False,True,source_observed,2,BOTS | EVTX
T1606,Forge Web Credentials,DC0007,Web Credential Usage,20,20,False,False,True,source_observed,2,BOTS
T1606,Forge Web Credentials,DC0035,Process Access,35,35,True,True,True,exact_event_observed,3,BOTS | EVTX
T1606,Forge Web Credentials,DC0055,File Access,113,113,True,True,True,exact_event_observed,3,BOTS | EVTX
T1606,Forge Web Credentials,DC0067,Logon Session Creation,67,67,True,True,True,exact_event_observed,3,BOTS | EVTX
T1606,Forge Web Credentials,DC0085,Network Traffic Content,279,279,True,False,True,source_observed,2,BOTS | EVTX
T1606.001,Web Cookies,DC0007,Web Credential Usage,20,20,False,False,True,source_observed,2,BOTS
T1606.001,Web Cookies,DC0039,File Creation,128,128,True,True,True,exact_event_observed,3,BOTS | EVTX
T1606.001,Web Cookies,DC0055,File Access,113,113,True,True,True,exact_event_observed,3,BOTS | EVTX
T1606.001,Web Cookies,DC0067,Logon Session Creation,67,67,True,True,True,exact_event_observed,3,BOTS | EVTX
T1606.001,Web Cookies,DC0082,Network Connection Creation,98,98,True,True,True,exact_event_observed,3,BOTS | EVTX
T1606.002,SAML Tokens,DC0002,User Account Authentication,109,109,True,True,True,exact_event_observed,3,BOTS | EVTX
T1606.002,SAML Tokens,DC0006,Web Credential Creation,5,5,False,False,True,source_observed,2,BOTS | EVTX
T1606.002,SAML Tokens,DC0007,Web Credential Usage,20,20,False,False,True,source_observed,2,BOTS
T1606.002,SAML Tokens,DC0067,Logon Session Creation,67,67,True,True,True,exact_event_observed,3,BOTS | EVTX
T1606.002,SAML Tokens,DC0088,Logon Session Metadata,34,34,True,True,True,exact_event_observed,3,BOTS | EVTX
T1608,Stage Capabilities,DC0104,Response Content,2,2,False,False,False,not_observed,0,
T1608.001,Upload Malware,DC0104,Response Content,2,2,False,False,False,not_observed,0,
T1608.002,Upload Tool,DC0104,Response Content,2,2,False,False,False,not_observed,0,
T1608.003,Install Digital Certificate,DC0104,Response Content,2,2,False,False,False,not_observed,0,
T1608.004,Drive-by Target,DC0104,Response Content,2,2,False,False,False,not_observed,0,
T1608.005,Link Target,DC0104,Response Content,2,2,False,False,False,not_observed,0,
T1608.006,SEO Poisoning,DC0104,Response Content,2,2,False,False,False,not_observed,0,
T1609,Container Administration Command,DC0032,Process Creation,333,333,True,True,True,exact_event_observed,3,BOTS | EVTX
T1609,Container Administration Command,DC0064,Command Execution,291,291,True,True,True,exact_event_observed,3,BOTS | EVTX
T1610,Deploy Container,DC0032,Process Creation,333,333,True,True,True,exact_event_observed,3,BOTS | EVTX
T1610,Deploy Container,DC0038,Application Log Content,229,229,True,True,True,exact_event_observed,3,BOTS | EVTX
T1610,Deploy Container,DC0077,Container Start,4,4,False,False,False,not_observed,0,
