technique_id,technique_name,platforms,tactics,data_components_referenced,data_components_with_any_evidence,data_components_with_exact_event_evidence,data_components_source_only,component_evidence_coverage_pct,exact_event_component_coverage_pct,telemetry_evidence_status,evidence_sources
T1606,Forge Web Credentials,IaaS | Identity Provider | Linux | Office Suite | SaaS | Windows | macOS,credential-access,6,6,3,3,100.0,50.0,full_component_evidence,BOTS | EVTX
T1606.001,Web Cookies,IaaS | Linux | SaaS | Windows | macOS,credential-access,5,5,4,1,100.0,80.0,full_component_evidence,BOTS | EVTX
T1606.002,SAML Tokens,IaaS | Identity Provider | Office Suite | SaaS | Windows,credential-access,5,5,3,2,100.0,60.0,full_component_evidence,BOTS | EVTX
T1608,Stage Capabilities,PRE,resource-development,1,0,0,0,0.0,0.0,not_observed,
T1608.001,Upload Malware,PRE,resource-development,1,0,0,0,0.0,0.0,not_observed,
T1608.002,Upload Tool,PRE,resource-development,1,0,0,0,0.0,0.0,not_observed,
T1608.003,Install Digital Certificate,PRE,resource-development,1,0,0,0,0.0,0.0,not_observed,
T1608.004,Drive-by Target,PRE,resource-development,1,0,0,0,0.0,0.0,not_observed,
T1608.005,Link Target,PRE,resource-development,1,0,0,0,0.0,0.0,not_observed,
T1608.006,SEO Poisoning,PRE,resource-development,1,0,0,0,0.0,0.0,not_observed,
T1609,Container Administration Command,Containers,execution,2,2,2,0,100.0,100.0,full_component_evidence,BOTS | EVTX
T1610,Deploy Container,Containers,execution,4,3,2,1,75.0,50.0,partial_component_evidence,BOTS | EVTX
T1611,Escape to Host,Containers | ESXi | Linux | Windows,privilege-escalation,6,5,3,2,83.333333,50.0,partial_component_evidence,BOTS | EVTX
T1612,Build Image on Host,Containers,stealth,2,2,1,1,100.0,50.0,full_component_evidence,BOTS | EVTX
T1613,Container and Resource Discovery,Containers,discovery,2,1,0,1,50.0,0.0,partial_component_evidence,BOTS
T1614,System Location Discovery,IaaS | Linux | Windows | macOS,discovery,4,4,3,1,100.0,75.0,full_component_evidence,BOTS | EVTX
T1614.001,System Language Discovery,Linux | Windows | macOS,discovery,4,4,4,0,100.0,100.0,full_component_evidence,BOTS | EVTX
T1615,Group Policy Discovery,Windows,discovery,4,4,3,1,100.0,75.0,full_component_evidence,BOTS | EVTX
T1619,Cloud Storage Object Discovery,IaaS,discovery,2,2,0,2,100.0,0.0,full_component_evidence,BOTS
T1620,Reflective Code Loading,Linux | Windows | macOS,stealth,5,5,5,0,100.0,100.0,full_component_evidence,BOTS | EVTX
T1621,Multi-Factor Authentication Request Generation,IaaS | Identity Provider | Linux | Office Suite | SaaS | Windows | macOS,credential-access,3,3,3,0,100.0,100.0,full_component_evidence,BOTS | EVTX
T1622,Debugger Evasion,Linux | Windows | macOS,discovery | stealth,3,3,3,0,100.0,100.0,full_component_evidence,BOTS | EVTX
T1647,Plist File Modification,macOS,defense-impairment,3,3,3,0,100.0,100.0,full_component_evidence,BOTS | EVTX
T1648,Serverless Execution,IaaS | Office Suite | SaaS,execution,2,2,1,1,100.0,50.0,full_component_evidence,BOTS | EVTX
T1649,Steal or Forge Authentication Certificates,Identity Provider | Linux | Windows | macOS,credential-access,6,6,6,0,100.0,100.0,full_component_evidence,BOTS | EVTX
T1650,Acquire Access,PRE,resource-development,0,0,0,0,0.0,0.0,requirement_unspecified,
T1651,Cloud Administration Command,IaaS,execution,3,3,3,0,100.0,100.0,full_component_evidence,BOTS | EVTX
T1652,Device Driver Discovery,Linux | Windows | macOS,discovery,4,4,4,0,100.0,100.0,full_component_evidence,BOTS | EVTX
T1653,Power Settings,Linux | Network Devices | Windows | macOS,persistence,3,3,3,0,100.0,100.0,full_component_evidence,BOTS | EVTX
T1654,Log Enumeration,ESXi | IaaS | Linux | Windows | macOS,discovery,3,3,3,0,100.0,100.0,full_component_evidence,BOTS | EVTX
T1657,Financial Theft,Linux | Office Suite | SaaS | Windows | macOS,impact,5,5,5,0,100.0,100.0,full_component_evidence,BOTS | EVTX
T1659,Content Injection,Linux | Windows | macOS,command-and-control | initial-access,4,4,3,1,100.0,75.0,full_component_evidence,BOTS | EVTX
T1665,Hide Infrastructure,ESXi | Linux | Network Devices | Windows | macOS,command-and-control,6,3,2,1,50.0,33.333333,partial_component_evidence,BOTS | EVTX
T1666,Modify Cloud Resource Hierarchy,IaaS,defense-impairment,1,1,0,1,100.0,0.0,full_component_evidence,BOTS
T1667,Email Bombing,Linux | Office Suite | Windows | macOS,impact,2,2,2,0,100.0,100.0,full_component_evidence,BOTS | EVTX
T1668,Exclusive Control,Linux | Windows | macOS,persistence,3,3,3,0,100.0,100.0,full_component_evidence,BOTS | EVTX
T1669,Wi-Fi Networks,Linux | Network Devices | Windows | macOS,initial-access,5,5,2,3,100.0,40.0,full_component_evidence,BOTS | EVTX
T1671,Cloud Application Integration,Office Suite | SaaS,persistence,3,3,2,1,100.0,66.666667,full_component_evidence,BOTS | EVTX
T1673,Virtual Machine Discovery,ESXi | Linux | Windows | macOS,discovery,2,2,2,0,100.0,100.0,full_component_evidence,BOTS | EVTX
T1674,Input Injection,Linux | Windows | macOS,execution,4,4,3,1,100.0,75.0,full_component_evidence,BOTS | EVTX
T1675,ESXi Administration Command,ESXi,execution,1,1,1,0,100.0,100.0,full_component_evidence,BOTS | EVTX
T1677,Poisoned Pipeline Execution,SaaS,execution,5,5,2,3,100.0,40.0,full_component_evidence,BOTS | EVTX
T1678,Delay Execution,Linux | Windows | macOS,stealth,3,3,3,0,100.0,100.0,full_component_evidence,BOTS | EVTX
T1679,Selective Exclusion,Windows,stealth,3,3,3,0,100.0,100.0,full_component_evidence,BOTS | EVTX
T1680,Local Storage Discovery,ESXi | IaaS | Linux | Windows | macOS,discovery,3,3,3,0,100.0,100.0,full_component_evidence,BOTS | EVTX
T1681,Search Threat Vendor Data,PRE,reconnaissance,0,0,0,0,0.0,0.0,requirement_unspecified,
T1682,Query Public AI Services,PRE,reconnaissance,0,0,0,0,0.0,0.0,requirement_unspecified,
T1683,Generate Content,PRE,resource-development,0,0,0,0,0.0,0.0,requirement_unspecified,
T1683.001,Written Content,PRE,resource-development,0,0,0,0,0.0,0.0,requirement_unspecified,
T1683.002,Audio-Visual Content,PRE,resource-development,0,0,0,0,0.0,0.0,requirement_unspecified,
T1684,Social Engineering,Linux | Office Suite | SaaS | Windows | macOS,stealth,9,9,9,0,100.0,100.0,full_component_evidence,BOTS | EVTX
T1684.001,Impersonation,Linux | Office Suite | SaaS | Windows | macOS,stealth,3,3,3,0,100.0,100.0,full_component_evidence,BOTS | EVTX
T1684.002,Email Spoofing,Linux | Office Suite | Windows | macOS,stealth,1,1,1,0,100.0,100.0,full_component_evidence,BOTS | EVTX
T1685,Disable or Modify Tools,Containers | ESXi | IaaS | Linux | Network Devices | Windows | macOS,defense-impairment,9,9,7,2,100.0,77.777778,full_component_evidence,BOTS | EVTX
T1685.001,Disable or Modify Windows Event Log,Windows,defense-impairment,4,4,4,0,100.0,100.0,full_component_evidence,BOTS | EVTX
T1685.002,Disable or Modify Cloud Log,IaaS | Identity Provider | Office Suite | SaaS,defense-impairment,3,3,1,2,100.0,33.333333,full_component_evidence,BOTS | EVTX
T1685.003,Modify or Spoof Tool UI,Linux | Windows | macOS,defense-impairment,3,3,3,0,100.0,100.0,full_component_evidence,BOTS | EVTX
T1685.004,Disable or Modify Linux Audit System Log,Linux,defense-impairment,4,4,4,0,100.0,100.0,full_component_evidence,BOTS | EVTX
T1685.005,Clear Windows Event Logs,Windows,defense-impairment,3,3,3,0,100.0,100.0,full_component_evidence,BOTS | EVTX
T1685.006,Clear Linux or Mac System Logs,Linux | macOS,defense-impairment,3,3,3,0,100.0,100.0,full_component_evidence,BOTS | EVTX
T1686,Disable or Modify System Firewall,ESXi | Linux | Network Devices | Windows | macOS,defense-impairment,4,4,3,1,100.0,75.0,full_component_evidence,BOTS | EVTX
T1686.001,Cloud Firewall,IaaS,defense-impairment,2,2,0,2,100.0,0.0,full_component_evidence,BOTS | EVTX
T1686.002,Network Device Firewall,Network Devices,defense-impairment,4,4,3,1,100.0,75.0,full_component_evidence,BOTS | EVTX
T1686.003,Windows Host Firewall,Windows,defense-impairment,5,5,5,0,100.0,100.0,full_component_evidence,BOTS | EVTX
T1687,Exploitation for Defense Impairment,IaaS | Linux | SaaS | Windows | macOS,defense-impairment,11,10,5,5,90.909091,45.454545,partial_component_evidence,BOTS | EVTX
T1688,Safe Mode Boot,Windows,defense-impairment,3,3,3,0,100.0,100.0,full_component_evidence,BOTS | EVTX
T1689,Downgrade Attack,Linux | Windows | macOS,defense-impairment,4,4,3,1,100.0,75.0,full_component_evidence,BOTS | EVTX
T1690,Prevent Command History Logging,ESXi | Linux | Network Devices | Windows | macOS,defense-impairment,2,2,2,0,100.0,100.0,full_component_evidence,BOTS | EVTX
